,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,1,1,Ben Crane,26,57
1,T2,T2,J.P. Hayes,19,55
2,T2,T2,David Howell,14,55
3,T2,T2,Richard Johnson,29,55
4,T2,T2,Kent Jones,32,55
5,T2,T2,Tom Pernice Jr.,33,55
6,T2,T2,Brett Quigley,33,55
7,T2,T2,Chris Smith,21,55
8,T2,T2,Vaughn Taylor,26,55
9,T10,T10,Stewart Cink,26,54
10,T10,T10,David Duval,24,54
11,T10,T10,Davis Love III,23,54
12,T10,T10,David McKenzie,28,54
13,T10,T10,Mark O'Meara,18,54
14,T10,T10,Dean Wilson,34,54
15,T10,T10,Tiger Woods,15,54
16,T17,T17,Stephen Ames,21,53
17,T17,T17,Arjun Atwal,33,53
18,T17,T17,Craig Barlow,22,53
19,T17,T17,Jonathan Byrd,20,53
20,T17,T17,Daniel Chopra,33,53
21,T17,T17,Ben Curtis,26,53
22,T17,T17,Brad Faxon,26,53
23,T17,T17,Brian Gay,31,53
24,T17,T17,Brent Geiberger,30,53
25,T17,T17,Nathan Green,30,53
26,T17,T17,Freddie Jacobson,18,53
27,T17,T17,Rod Pampling,24,53
28,T17,T17,Ian Poulter,15,53
29,T17,T17,Chris Riley,27,53
30,T17,T17,David Toms,22,53
31,T17,T17,Mark Wilson,24,53
32,T33,T33,Robert Allenby,22,52
33,T33,T33,Aaron Baddeley,25,52
34,T33,T33,Briny Baird,25,52
35,T33,T33,Tim Clark,22,52
36,T33,T33,Michael Connell,22,52
37,T33,T33,James Driscoll,29,52
38,T33,T33,Jim Furyk,24,52
39,T33,T33,Mathew Goggin,26,52
40,T33,T33,Jason Gore,29,52
41,T33,T33,J.B. Holmes,26,52
42,T33,T33,John Huston,27,52
43,T33,T33,Brandt Jobe,28,52
44,T33,T33,Shigeki Maruyama,30,52
45,T33,T33,Len Mattiace,22,52
46,T33,T33,Larry Mize,18,52
47,T33,T33,Ryan Moore,22,52
48,T33,T33,Arron Oberholser,23,52
49,T33,T33,Ryan Palmer,30,52
50,T33,T33,Jesper Parnevik,24,52
51,T33,T33,Carl Pettersson,28,52
52,T33,T33,Ted Purdy,33,52
53,T54,T54,Tommy Armour III,25,51
54,T54,T54,Woody Austin,31,51
55,T54,T54,Henrik Bjornstad,31,51
56,T54,T54,Olin Browne,30,51
57,T54,T54,Greg Chalmers,28,51
58,T54,T54,Luke Donald,18,51
59,T54,T54,Todd Fischer,35,51
60,T54,T54,Harrison Frazar,29,51
61,T54,T54,Mathias Grönberg,30,51
62,T54,T54,J.J. Henry,28,51
63,T54,T54,Bernhard Langer,24,51
64,T54,T54,J.L. Lewis,17,51
65,T54,T54,Frank Lickliter II,29,51
66,T54,T54,Jeff Maggert,26,51
67,T54,T54,Hunter Mahan,29,51
68,T54,T54,Troy Matteson,32,51
69,T54,T54,Geoff Ogilvy,20,51
70,T54,T54,José María Olazábal,18,51
71,T54,T54,Tim Petrovic,30,51
72,T54,T54,D.A. Points,28,51
73,T54,T54,Tag Ridings,33,51
74,T54,T54,Jason Schultz,28,51
75,T54,T54,"Wes Short, Jr.",33,51
76,T54,T54,Jerry Smith,29,51
77,T54,T54,Mike Sposa,25,51
78,T54,T54,Steve Stricker,17,51
79,T54,T54,Bo Van Pelt,28,51
80,T54,T54,Vance Veazey,20,51
81,T82,T82,Michael Allen,25,50
82,T82,T82,Stuart Appleby,23,50
83,T82,T82,Alex Aragon,26,50
84,T82,T82,Eric Axley,29,50
85,T82,T82,Brian Bateman,26,50
86,T82,T82,Rich Beem,27,50
87,T82,T82,Shane Bertsch,34,50
88,T82,T82,Chad Campbell,25,50
89,T82,T82,K.J. Choi,26,50
90,T82,T82,John Cook,22,50
91,T82,T82,Marco Dawson,27,50
92,T82,T82,Steve Elkington,17,50
93,T82,T82,Danny Ellis,23,50
94,T82,T82,Steve Flesch,33,50
95,T82,T82,Fred Funk,29,50
96,T82,T82,Lucas Glover,31,50
97,T82,T82,Todd Hamilton,27,50
98,T82,T82,Jerry Kelly,31,50
99,T82,T82,Stephen Leaney,27,50
100,T82,T82,Will MacKenzie,29,50
101,T82,T82,Joe Ogilvie,29,50
102,T82,T82,Jeff Overton,28,50
103,T82,T82,Corey Pavin,23,50
104,T82,T82,John Rollins,28,50
105,T82,T82,Justin Rose,28,50
106,T82,T82,Rory Sabbatini,24,50
107,T82,T82,John Senden,28,50
108,T82,T82,Vijay Singh,27,50
109,T82,T82,Kevin Sutherland,29,50
110,T82,T82,D.J. Trahan,33,50
111,T82,T82,Tjaart van der Walt,21,50
112,T113,T113,Billy Andrade,24,49
113,T113,T113,Doug Barron,28,49
114,T113,T113,Jeff Brehaut,33,49
115,T113,T113,Mark Calcavecchia,27,49
116,T113,T113,John Daly,21,49
117,T113,T113,Brian Davis,28,49
118,T113,T113,"John Engler, Jr.",27,49
119,T113,T113,Bob Estes,25,49
120,T113,T113,Carlos Franco,29,49
121,T113,T113,Robert Gamez,30,49
122,T113,T113,Robert Garrigus,28,49
123,T113,T113,Dudley Hart,29,49
124,T113,T113,Charles Howell III,30,49
125,T113,T113,Lee Janzen,28,49
126,T113,T113,Zach Johnson,27,49
127,T113,T113,Steve Jones,27,49
128,T113,T113,Tom Lehman,20,49
129,T113,T113,Billy Mayfair,29,49
130,T113,T113,Shaun Micheel,29,49
131,T113,T113,Phil Mickelson,19,49
132,T113,T113,Sean O'Hair,30,49
133,T113,T113,Pat Perez,19,49
134,T113,T113,Adam Scott,19,49
135,T113,T113,Heath Slocum,30,49
136,T113,T113,Jeff Sluman,29,49
137,T113,T113,Paul Stankowski,22,49
138,T113,T113,Hidemichi Tanaka,31,49
139,T113,T113,Kirk Triplett,18,49
140,T113,T113,Bob Tway,25,49
141,T113,T113,Camilo Villegas,29,49
142,T113,T113,Duffy Waldorf,28,49
143,T113,T113,Jimmy Walker,21,49
144,T113,T113,Nick Watney,29,49
145,T113,T113,Mike Weir,24,49
146,T113,T113,Ron Whittaker,28,49
147,T148,T148,Paul Azinger,30,48
148,T148,T148,Fred Couples,17,48
149,T148,T148,Kris Cox,28,48
150,T148,T148,Sergio Garcia,17,48
151,T148,T148,Retief Goosen,18,48
152,T148,T148,Paul Goydos,24,48
153,T148,T148,Scott Gutschewski,19,48
154,T148,T148,Padraig Harrington,15,48
155,T148,T148,Charley Hoffman,29,48
156,T148,T148,Ryuji Imada,31,48
157,T148,T148,Trevor Immelman,24,48
158,T148,T148,Steve Lowery,31,48
159,T148,T148,Daisuke Maruyama,25,48
160,T148,T148,Greg Owen,24,48
161,T148,T148,Kenny Perry,22,48
162,T148,T148,Brett Wetterich,25,48
163,T164,T164,Jason Bohn,29,47
164,T164,T164,David Branshaw,29,47
165,T164,T164,Bart Bryant,26,47
166,T164,T164,Chris Couch,27,47
167,T164,T164,Bubba Dickerson,32,47
168,T164,T164,Chris DiMarco,26,47
169,T164,T164,Joe Durant,28,47
170,T164,T164,Ernie Els,18,47
171,T164,T164,Tim Herron,27,47
172,T164,T164,Skip Kendall,22,47
173,T164,T164,Greg Kraft,26,47
174,T164,T164,Bob May,21,47
175,T164,T164,Patrick Sheehan,34,47
176,T164,T164,Scott Verplank,25,47
177,T164,T164,Charles Warren,27,47
178,T179,T179,Alex Cejka,30,46
179,T179,T179,Robert Damron,31,46
180,T179,T179,Matt Hansen,25,46
181,T179,T179,Ryan Hietala,23,46
182,T179,T179,Ian Leggatt,29,46
183,T179,T179,Thomas Levet,18,46
184,T179,T179,Jon Mills,27,46
185,T179,T179,Joey Sindelar,29,46
186,T179,T179,Roger Tambellini,25,46
187,T179,T179,Nicholas Thompson,32,46
188,T189,T189,Jeff Gove,29,45
189,T189,T189,Bill Haas,30,45
190,T189,T189,Jonathan Kaye,32,45
191,T189,T189,Justin Leonard,26,45
192,T189,T189,Bubba Watson,27,45
193,T194,T194,Peter Lonard,22,44
194,T194,T194,Omar Uresti,22,44
195,196,196,Mark Brooks,36,43
